"","siteID","x","y","res","IQR","VCI","Entropy","FHD","VDR","Top_Rug","Mean_ht","Median_ht","MOCH","CC","CRR","p5","p10","p25","p50","p75","p90","p95","p99","x.1","y.1","optional"
"1","tall",462120,3647880,5,0,0.243742018938065,0.268513977527618,0.207653596997261,1,0.377230703830719,0.106123894453049,0,0.116995118558407,0.442477881908417,0.0489727258682251,0,0,0,0,0,0,1.13699996471405,1.37349998950958,462120,3647880,TRUE
"2","tall",462370,3647880,5,1.13999998569489,0.38680425286293,0.393749564886093,1.07647705078125,1,5.27819776535034,2.63177895545959,0,3.0375702381134,24.1206035614014,0.17097245156765,0,0,0,0,1.13999998569489,12.2871999740601,12.5761003494263,13.8096399307251,462370,3647880,TRUE
"3","tall",462620,3647880,5,6.30900001525879,0.698675334453583,0.698106229305267,2.43758320808411,0.108702272176743,1.98207426071167,24.219425201416,29.2719993591309,30.6690406799316,87.5739669799805,0.737452864646912,0,0,24.9080009460449,29.2719993591309,31.2169990539551,32.0912017822266,32.3489990234375,32.7921981811523,462620,3647880,TRUE
"4","tall",462870,3647880,5,18.8419990539551,0.824755489826202,0.827234447002411,2.84111261367798,0.189037561416626,5.54142808914185,19.8923397064209,25.1520004272461,26.5715370178223,91.355598449707,0.641378045082092,0.821799993515015,2.2771999835968,8.88300037384033,25.1520004272461,27.7250003814697,29.6154003143311,30.0893993377686,30.7185192108154,462870,3647880,TRUE
"5","tall",463120,3647880,5,14.9215002059937,0.832788467407227,0.833254337310791,2.78824663162231,0.197781294584274,6.53230714797974,18.0971031188965,22.7789993286133,23.84592628479,85.6502227783203,0.637334167957306,0,0,10.7025003433228,22.7789993286133,25.6240005493164,27.8201999664307,27.9750003814697,28.3446807861328,463120,3647880,TRUE
"6","tall",463370,3647880,5,4.05924987792969,0.720041275024414,0.722936630249023,2.2356128692627,0.194870635867119,2.74585700035095,15.0568132400513,17.7369995117188,18.7613620758057,86.0215072631836,0.683468639850616,0,0.770500004291534,15.2445001602173,17.7369995117188,19.3037490844727,19.9519004821777,20.2993507385254,21.7733192443848,463370,3647880,TRUE
"7","tall",463625,3647880,5,4.57250022888184,0.846989095211029,0.850684344768524,2.17868399620056,0.690540552139282,2.36026740074158,3.84987211227417,4.00750017166138,5.42309904098511,72.0370407104492,0.297287434339523,0,0,1.19050002098083,4.00750017166138,5.76300001144409,7.23509979248047,8.42424964904785,10.9539604187012,463625,3647880,TRUE
"8","tall",463875,3647880,5,21.2490005493164,0.628729820251465,0.632117688655853,2.00257754325867,0.175539746880531,5.24361944198608,13.8290214538574,19.5900001525879,19.6190185546875,69.7479019165039,0.582005023956299,0,0,0,19.5900001525879,21.2490005493164,22.0209999084473,22.6567993164062,22.9986705780029,463875,3647880,TRUE
"9","tall",464125,3647880,5,9.3774995803833,0.839129090309143,0.839857518672943,2.86880493164062,0.443926155567169,6.82201337814331,14.8366956710815,16.92799949646,19.9773235321045,80.3428573608398,0.487375855445862,0,0,11.1859998703003,16.92799949646,20.5634994506836,25.327600479126,28.2231998443604,29.7198009490967,464125,3647880,TRUE
"10","tall",464375,3647880,5,18.2900009155273,0.644933640956879,0.645918071269989,1.99125361442566,0.275206238031387,7.06662940979004,10.5996398925781,15.8149995803833,15.305645942688,59.3803787231445,0.485776364803314,0,0,0,15.8149995803833,18.2900009155273,19.6849994659424,20.5279998779297,21.3985996246338,464375,3647880,TRUE
