"","siteID","x","y","res","IQR","VCI","Entropy","FHD","VDR","Top_Rug","Mean_ht","Median_ht","MOCH","CC","CRR","p5","p10","p25","p50","p75","p90","p95","p99","x.1","y.1","optional"
"1","serc",363120,4306880,5,4.55999994277954,0.59140807390213,0.601507902145386,2.15618300437927,0.0804661512374878,2.07411360740662,31.783655166626,33.1399993896484,33.5756568908691,98.9247283935547,0.881899416446686,26.4699993133545,26.7679996490479,30.4699993133545,33.1399993896484,35.0299987792969,35.3880004882812,35.6339988708496,35.9480018615723,363120,4306880,TRUE
"2","serc",363370,4306880,5,0,NA,NA,NA,1,0.0244044158607721,0.00350000010803342,0,0.00350000010803342,0,0.0175000000745058,0,0,0,0,0,0,0,0.152700006961823,363370,4306880,TRUE
"3","serc",363620,4306880,5,2.96000003814697,0.686359941959381,0.690458178520203,2.17565107345581,0.140196919441223,2.83086609840393,18.935417175293,20.0849990844727,19.8421382904053,96.5277786254883,0.810591459274292,11.9064998626709,14.1409997940063,18.4850006103516,20.0849990844727,21.4449996948242,22.3509998321533,22.6900005340576,23.1639995574951,363620,4306880,TRUE
"4","serc",363870,4306880,5,7.48750019073486,0.835926055908203,0.839949786663055,2.2303626537323,0.735066771507263,4.30277109146118,5.33489561080933,3.76999998092651,5.42963838577271,84.375,0.374904841184616,0,1.18499994277954,2.3199999332428,3.76999998092651,9.80749988555908,12.375,13.835000038147,14.1824998855591,363870,4306880,TRUE
"5","serc",364120,4306880,5,19.5100002288818,0.783536076545715,0.784806668758392,2.5358669757843,0.172659024596214,8.4114933013916,15.573353767395,20.9400005340576,17.827428817749,80.2395172119141,0.615304350852966,0,0.42399999499321,3.25,20.9400005340576,22.7600002288818,24.6560001373291,24.9120006561279,25.2001991271973,364120,4306880,TRUE
"6","serc",364370,4306880,5,6.42999982833862,0.72496622800827,0.735512793064117,2.41259908676147,0.40443941950798,5.81081533432007,13.5531463623047,15.8299999237061,16.0501480102539,82.0224685668945,0.509900152683258,0,0,11.0900001525879,15.8299999237061,17.5200004577637,24.4160003662109,24.753999710083,25.2423992156982,364370,4306880,TRUE
"7","serc",364620,4306880,5,0,NA,NA,NA,1,0.107399560511112,0.048405796289444,0,0.048405796289444,0,0.0930880680680275,0,0,0,0,0,0.219999998807907,0.271499991416931,0.442600011825562,364620,4306880,TRUE
"8","serc",364870,4306880,5,6.49499988555908,0.847865700721741,0.853592038154602,2.38669562339783,0.327838838100433,3.53742218017578,10.9777250289917,11.0100002288818,11.4418697357178,99.2156829833984,0.670190811157227,5.13199996948242,5.96799993515015,8.25,11.0100002288818,14.7449998855591,15.3920001983643,15.621000289917,15.964599609375,364870,4306880,TRUE
"9","serc",365125,4306880,5,6.72749996185303,0.84017539024353,0.840511441230774,2.70482921600342,0.255604475736618,4.62122488021851,16.9571647644043,18.5949993133545,17.9461765289307,100,0.619048655033112,6.25850009918213,9.05500030517578,13.6149997711182,18.5949993133545,20.3425006866455,23.2560005187988,24.0314998626709,24.8827991485596,365125,4306880,TRUE
"10","serc",365375,4306880,5,5.28999996185303,0.62618887424469,0.638912260532379,2.26013612747192,0.333333343267441,3.52992558479309,24.053539276123,22.9200000762939,24.8325481414795,100,0.448077946901321,20.6539993286133,20.8740005493164,21.4699993133545,22.9200000762939,26.7600002288818,27.8840007781982,32.0779991149902,33.2728004455566,365375,4306880,TRUE
"11","serc",365625,4306880,5,4.61250019073486,0.770542621612549,0.773768424987793,2.33974695205688,0.2194944024086,3.78190922737122,14.7032928466797,16.0550003051758,15.9882860183716,91.4634170532227,0.714793026447296,0,8.22599983215332,13.102499961853,16.0550003051758,17.7150001525879,19.5279998779297,19.7565002441406,20.4160995483398,365625,4306880,TRUE
"12","serc",365875,4306880,5,13.2174997329712,0.774665057659149,0.776545703411102,2.74678516387939,0.200174570083618,6.4829683303833,25.3973712921143,27.4899997711182,27.4933338165283,100,0.664825260639191,12.2849998474121,13.039999961853,19.1650009155273,27.4899997711182,32.3824996948242,33.4949989318848,33.7825012207031,34.1389999389648,365875,4306880,TRUE
"13","serc",366125,4306880,5,6.25,0.746244549751282,0.756932735443115,2.55660653114319,0.217064842581749,4.30938005447388,21.3180522918701,22.9400005340576,24.0976371765137,100,0.675530552864075,7.07800006866455,7.71600008010864,19.5300006866455,22.9400005340576,25.7800006866455,27.7719993591309,28.5400009155273,29.0492000579834,366125,4306880,TRUE
"14","serc",366375,4306880,5,9.4399995803833,0.709321200847626,0.722449541091919,2.30910849571228,0.251022905111313,4.73087787628174,16.5405712127686,18.3050003051758,17.3703517913818,100,0.446042865514755,10.3044996261597,10.4049997329712,11.085000038147,18.3050003051758,20.5249996185303,22.7310009002686,23.1560001373291,23.7362003326416,366375,4306880,TRUE
"15","serc",366625,4306880,5,8.6899995803833,0.800941109657288,0.800967574119568,2.86133289337158,0.263764053583145,6.77970838546753,25.177619934082,26.2099990844727,27.2097778320312,100,0.593985915184021,12.1479997634888,13.2580003738403,21.8299999237061,26.2099990844727,30.5200004577637,34.2319984436035,35.0340003967285,35.510799407959,366625,4306880,TRUE
"16","serc",366875,4306880,5,15.0200004577637,0.723263800144196,0.726722419261932,2.50022888183594,0.298076927661896,8.6089038848877,17.3060665130615,21.8999996185303,21.2080879211426,76.4044952392578,0.554681658744812,0,0,12.6499996185303,21.8999996185303,27.6700000762939,30.1639995574951,30.7660007476807,31.1471996307373,366875,4306880,TRUE
"17","serc",363120,4306630,5,8.73999977111816,0.747176349163055,0.753837525844574,2.3420422077179,0.533780753612518,4.59814929962158,12.0887012481689,10.4200000762939,12.2483072280884,100,0.44593420624733,7.16200017929077,7.81799983978271,9.06999969482422,10.4200000762939,17.8099994659424,18.681999206543,19.0960006713867,22.1828002929688,363120,4306630,TRUE
"18","serc",363370,4306630,5,3.02999997138977,0.751079440116882,0.759802281856537,2.212810754776,0.714673936367035,4.55955505371094,6.322585105896,5.25,6.5168251991272,93.1972808837891,0.343618750572205,0.694000005722046,2.57599997520447,3.6949999332428,5.25,6.72499990463257,15.3579998016357,17.2859992980957,17.6539993286133,363370,4306630,TRUE
"19","serc",363620,4306630,5,2.46000003814697,0.521291434764862,0.530615508556366,1.77227210998535,0.0965627208352089,1.51966392993927,25.5529689788818,25.4950008392334,25.8431148529053,100,0.811383903026581,22.681999206543,23.0060005187988,24.7224998474121,25.4950008392334,27.1825008392334,27.8090000152588,27.9384994506836,28.1128997802734,363620,4306630,TRUE
"20","serc",363870,4306630,5,6.38749980926514,0.827828884124756,0.832743883132935,2.72049427032471,0.508387327194214,6.30988788604736,13.6112899780273,12.8950004577637,15.0653057098389,95.1612930297852,0.518920719623566,4.25250005722046,5.83099985122681,9.03999996185303,12.8950004577637,15.4274997711182,25.3290004730225,25.8859996795654,26.199499130249,363870,4306630,TRUE
"21","serc",364120,4306630,5,0,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,364120,4306630,TRUE
"22","serc",364370,4306630,5,5.81500005722046,0.70432323217392,0.71045333147049,2.39743280410767,0.176994174718857,3.63365006446838,23.6660003662109,24.0400009155273,24.1984996795654,100,0.616066455841064,17.8409996032715,18.2520008087158,21.3024997711182,24.0400009155273,27.1175003051758,27.9009990692139,28.5365009307861,29.1893005371094,364370,4306630,TRUE
"23","serc",364620,4306630,5,33.185001373291,0.640187203884125,0.639382898807526,2.30198383331299,0.0800327807664871,11.1071004867554,24.4320850372314,33.6800003051758,30.4118404388428,81.0426559448242,0.667360961437225,0,0.990000009536743,2.5,33.6800003051758,35.685001373291,36.310001373291,36.4550018310547,36.5470008850098,364620,4306630,TRUE
"24","serc",364870,4306630,5,4.90000009536743,0.68353134393692,0.684662222862244,2.46012449264526,0.0756533667445183,5.71570587158203,30.4601955413818,33.5999984741211,31.997652053833,96.3503646850586,0.837969601154327,15.8000001907349,22.6299991607666,29.6599998474121,33.5999984741211,34.560001373291,35.4099998474121,35.5900001525879,36.2089996337891,364870,4306630,TRUE
"25","serc",365125,4306630,5,9.30000019073486,0.787400841712952,0.788255453109741,2.21642422676086,0.23197115957737,5.04720211029053,9.87171936035156,12.7799997329712,11.3687601089478,77.0700607299805,0.59325236082077,0,0,5.30000019073486,12.7799997329712,14.6000003814697,15.7600002288818,16.1040000915527,16.5259990692139,365125,4306630,TRUE
"26","serc",365375,4306630,5,20.8349990844727,0.590582847595215,0.596914231777191,1.9660040140152,0.430586487054825,10.552960395813,10.9035549163818,15.3400001525879,12.5120620727539,57.3459701538086,0.404734760522842,0,0,0,15.3400001525879,20.8349990844727,23.7000007629395,24.0400009155273,25.1560001373291,365375,4306630,TRUE
"27","serc",365625,4306630,5,1.11000001430511,0.551132082939148,0.574641048908234,1.39389944076538,0.885941624641418,2.25616526603699,1.96538460254669,1.28999996185303,1.96573770046234,27.6923084259033,0.173774063587189,0,0.180000007152557,0.930000007152557,1.28999996185303,2.03999996185303,5.21400022506714,6.53599977493286,10.4012002944946,365625,4306630,TRUE
"28","serc",365875,4306630,5,4.40250015258789,0.718303084373474,0.721389651298523,2.45766496658325,0.119489558041096,3.97170424461365,24.3414993286133,26.5650005340576,26.2579078674316,97.5,0.806811392307281,12.1840000152588,13.3970003128052,23.8299999237061,26.5650005340576,28.2325000762939,28.7199993133545,29.6714992523193,30.1046009063721,365875,4306630,TRUE
"29","serc",366125,4306630,5,0.170000001788139,0.0821984484791756,0.102864310145378,0.355336755514145,1,6.54490518569946,1.68521738052368,0,1.74812495708466,7.24637699127197,0.0532622449100018,0,0,0,0,0.170000001788139,0.726000010967255,16.068000793457,27.3560009002686,366125,4306630,TRUE
"30","serc",366375,4306630,5,11.539999961853,0.850567162036896,0.852515876293182,2.72831034660339,0.24898125231266,7.25377225875854,15.642596244812,18.4300003051758,16.7841243743896,92.3076934814453,0.637432634830475,0.090999998152256,3.16000008583069,9.61750030517578,18.4300003051758,21.1574993133545,22.7779998779297,23.7924995422363,24.2842998504639,366375,4306630,TRUE
"31","serc",366625,4306630,5,11.3275003433228,0.794565081596375,0.801982164382935,2.58977842330933,0.303246229887009,5.39185905456543,15.6223917007446,17.6000003814697,17.6198997497559,99.2753601074219,0.614649772644043,8.02499961853027,8.62399959564209,9.31999969482422,17.6000003814697,20.6474990844727,22.9379997253418,23.5104999542236,24.3150005340576,366625,4306630,TRUE
"32","serc",366875,4306630,5,0,NA,NA,NA,1,0.0277173947542906,0.00349206337705255,0,0.00349206337705255,0,0.0158730167895555,0,0,0,0,0,0,0,0.0835999995470047,366875,4306630,TRUE
"33","serc",363120,4306380,5,18.2775001525879,0.701233863830566,0.709410607814789,2.61746215820312,0.225705727934837,8.19496536254883,29.4692859649658,30.9950008392334,31.840799331665,100,0.602831363677979,15.8955001831055,16.298999786377,19.9475002288818,30.9950008392334,38.2249984741211,39.3230018615723,39.609001159668,39.8554000854492,363120,4306380,TRUE
"34","serc",363370,4306380,5,0,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,363370,4306380,TRUE
"35","serc",363620,4306380,5,1.7849999666214,0.475686579942703,0.48983496427536,1.71345329284668,0.0385779105126858,4.12384223937988,28.4818058013916,31.7749996185303,31.1138095855713,91.6666641235352,0.861779272556305,0,21.0629997253418,30.4750003814697,31.7749996185303,32.2599983215332,32.5589981079102,32.8004989624023,32.9719009399414,363620,4306380,TRUE
"36","serc",363870,4306380,5,7.36499977111816,0.691446483135223,0.694486320018768,2.2983660697937,0.341980278491974,5.24203777313232,19.0343589782715,18.0100002288818,19.7197399139404,97.6351318359375,0.695446014404297,4.80999994277954,14.2849998474121,17.3799991607666,18.0100002288818,24.7450008392334,26.1149997711182,26.6825008392334,26.9899997711182,363870,4306380,TRUE
"37","serc",364120,4306380,5,4.40999984741211,0.659401774406433,0.660088300704956,2.25426769256592,0.0802103877067566,6.04347085952759,24.919017791748,27.9799995422363,26.3812084197998,93.8650283813477,0.819165647029877,0.370000004768372,10.423999786377,24.8199996948242,27.9799995422363,29.2299995422363,29.8759994506836,30.1760005950928,30.327600479126,364120,4306380,TRUE
"38","serc",364370,4306380,5,6.53249979019165,0.382543206214905,0.40551495552063,1.1278589963913,0.994113981723785,5.27543115615845,3.37903237342834,0.0949999988079071,3.42581820487976,32.2580642700195,0.209357634186745,0,0,0,0.0949999988079071,6.53249979019165,11.5179996490479,15.6634998321533,15.9935998916626,364370,4306380,TRUE
"39","serc",364620,4306380,5,3.01250004768372,0.619324028491974,0.622039198875427,2.33787560462952,0.26620802283287,5.10907125473022,32.2908325195312,31.4650001525879,32.7138633728027,97.9166641235352,0.753051161766052,27.5200004577637,29.7700004577637,30.4850006103516,31.4650001525879,33.497501373291,39.6549987792969,41.4474983215332,42.6614990234375,364620,4306380,TRUE
"40","serc",364870,4306380,5,8.5024995803833,0.668747186660767,0.672737002372742,2.17294955253601,0.914161384105682,8.54947662353516,6.25629615783691,2.17000007629395,7.04340648651123,52.3148155212402,0.24748007953167,0,0,0.340000003576279,2.17000007629395,8.84249973297119,22.8250007629395,24.3950004577637,24.9724998474121,364870,4306380,TRUE
"41","serc",365125,4306380,5,2.50250005722046,0.640752255916595,0.644438862800598,2.10236477851868,0.127345845103264,1.8485062122345,22.0650806427002,22.7849998474121,22.8343753814697,98.3871002197266,0.845081627368927,16.0499992370605,18.6040000915527,21.5499992370605,22.7849998474121,24.0524997711182,24.8390007019043,25.2129993438721,25.7290000915527,365125,4306380,TRUE
"42","serc",365375,4306380,5,0,NA,NA,NA,1,0.0287067405879498,0.00396103877574205,0,0.00396103877574205,0,0.0165043286979198,0,0,0,0,0,0,0,0.182899996638298,365375,4306380,TRUE
"43","serc",365625,4306380,5,0,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,365625,4306380,TRUE
"44","serc",365875,4306380,5,0,NA,NA,NA,1,0.0779626592993736,0.0348305068910122,0,0.0348305068910122,0,0.105546995997429,0,0,0,0,0,0.186000004410744,0.223000004887581,0.276600003242493,365875,4306380,TRUE
"45","serc",366125,4306380,5,6.11999988555908,0.672309994697571,0.685789287090302,2.3366072177887,0.4121935069561,6.07213640213013,16.0370006561279,17.7399997711182,21.0260524749756,85,0.531378388404846,0,0.28600001335144,14.7375001907349,17.7399997711182,20.8575000762939,28.9270000457764,29.4340000152588,29.8201007843018,366125,4306380,TRUE
